ts_iso,tMono_s,kind,accLong_ms2,accLat_ms2,accVert_ms2,lat,lng,speed_ms,gpsAcc_m
2026-05-01T19:09:55.110Z,9535.707002,imu,0.386484,0.296870,1.203024,,,,
2026-05-01T19:09:55.120Z,9535.716927,imu,0.397944,0.296310,1.220862,,,,
2026-05-01T19:09:55.130Z,9535.727112,imu,0.248031,0.240701,1.149476,,,,
2026-05-01T19:09:55.140Z,9535.736852,imu,0.012433,0.195023,1.088705,,,,
2026-05-01T19:09:55.150Z,9535.746809,imu,-0.142742,0.178481,1.129553,,,,
2026-05-01T19:09:55.160Z,9535.756917,imu,-0.256395,0.142489,1.154826,,,,
2026-05-01T19:09:55.170Z,9535.766709,imu,-0.301075,0.034726,1.271676,,,,
2026-05-01T19:09:55.180Z,9535.776682,imu,-0.264734,-0.054691,1.377539,,,,
2026-05-01T19:09:55.190Z,9535.786717,imu,-0.214313,-0.165505,1.422905,,,,
2026-05-01T19:09:55.200Z,9535.796545,imu,-0.203656,-0.279411,1.456530,,,,
2026-05-01T19:09:55.210Z,9535.806446,imu,-0.210974,-0.391908,1.444299,,,,
2026-05-01T19:09:55.220Z,9535.816668,imu,-0.154267,-0.421787,1.497650,,,,
2026-05-01T19:09:55.230Z,9535.826337,imu,-0.108685,-0.375185,1.572097,,,,
2026-05-01T19:09:55.240Z,9535.836445,imu,-0.025670,-0.348702,1.551909,,,,
2026-05-01T19:09:55.250Z,9535.846416,imu,0.050368,-0.337164,1.429679,,,,
2026-05-01T19:09:55.259Z,9535.856257,imu,0.050668,-0.319133,1.246307,,,,
2026-05-01T19:09:55.269Z,9535.866089,imu,0.004454,-0.385615,1.004934,,,,
2026-05-01T19:09:55.279Z,9535.876268,imu,-0.008315,-0.470986,0.845428,,,,
2026-05-01T19:09:55.290Z,9535.886576,imu,-0.088632,-0.587570,0.750240,,,,
2026-05-01T19:09:55.299Z,9535.895911,imu,-0.107265,-0.680804,0.676682,,,,
2026-05-01T19:09:55.309Z,9535.906081,imu,-0.051073,-0.695475,0.561243,,,,
2026-05-01T19:09:55.319Z,9535.915922,imu,-0.070415,-0.681607,0.321738,,,,
2026-05-01T19:09:55.329Z,9535.926036,imu,-0.136357,-0.705810,0.088177,,,,
2026-05-01T19:09:55.340Z,9535.936436,imu,-0.262133,-0.772328,-0.097043,,,,
2026-05-01T19:09:55.349Z,9535.945620,imu,-0.344897,-0.819802,-0.258102,,,,
2026-05-01T19:09:55.359Z,9535.955698,imu,-0.387277,-0.869634,-0.410824,,,,
2026-05-01T19:09:55.369Z,9535.965898,imu,-0.414158,-0.913239,-0.539408,,,,
2026-05-01T19:09:55.379Z,9535.975600,imu,-0.450600,-0.995584,-0.693832,,,,
2026-05-01T19:09:55.389Z,9535.985812,imu,-0.428040,-1.069427,-0.914427,,,,
2026-05-01T19:09:55.399Z,9535.995669,imu,-0.395483,-1.171627,-1.044739,,,,
2026-05-01T19:09:55.409Z,9536.005731,imu,-0.345315,-1.232762,-1.165222,,,,
2026-05-01T19:09:55.419Z,9536.015395,imu,-0.301076,-1.268840,-1.256745,,,,
2026-05-01T19:09:55.429Z,9536.025944,imu,-0.250124,-1.267762,-1.215518,,,,
2026-05-01T19:09:55.439Z,9536.035349,imu,-0.149217,-1.136134,-1.115123,,,,
2026-05-01T19:09:55.449Z,9536.045601,imu,-0.086563,-0.938555,-1.079226,,,,
2026-05-01T19:09:55.459Z,9536.055438,imu,-0.107655,-0.751570,-1.159508,,,,
2026-05-01T19:09:55.469Z,9536.065508,imu,-0.116850,-0.675023,-1.316087,,,,
2026-05-01T19:09:55.478Z,9536.075191,imu,-0.184085,-0.618895,-1.555943,,,,
2026-05-01T19:09:55.489Z,9536.085468,imu,-0.353722,-0.523052,-1.746582,,,,
2026-05-01T19:09:55.498Z,9536.094993,imu,-0.559431,-0.342693,-1.855724,,,,
2026-05-01T19:09:55.509Z,9536.105363,imu,-0.730881,-0.130591,-1.986061,,,,
2026-05-01T19:09:55.518Z,9536.114885,imu,-0.694592,-0.081982,-2.093601,,,,
2026-05-01T19:09:55.528Z,9536.125240,imu,-0.623728,-0.196930,-2.090247,,,,
2026-05-01T19:09:55.538Z,9536.134860,imu,-0.603822,-0.329006,-2.132156,,,,
2026-05-01T19:09:55.548Z,9536.145059,imu,-0.541356,-0.379151,-1.671017,,,,
2026-05-01T19:09:55.558Z,9536.154673,imu,-0.248789,-0.215323,-1.069809,,,,
2026-05-01T19:09:55.568Z,9536.164983,imu,0.048784,-0.021816,-0.382702,,,,
2026-05-01T19:09:55.578Z,9536.174520,imu,0.219989,0.233935,-0.141777,,,,
2026-05-01T19:09:55.588Z,9536.184928,imu,0.134951,0.431088,0.236971,,,,
