Run,Title,Date,Time,Type,Pickup,MaxPower,MaxEngPower,AvgPower,MaxTorque,MaxEngTorque,AvgTorque,Temperature,Pressure,Humidity,DynoCF,RPM/Speed,R.T.,60ftE.T.,330ftE.T.,1/8E.T.,1/8MPH,1000ftE.T.,1000ftMPH,1/4E.T.,1/4MPH,60MPHE.T.,100MPHE.T.,100KPHE.T.,160KPHE.T.,StartSpeed,EndSpeed,SpeedE.T.,MaxSpeed,Notes,
1,Run #1,05/18/26,12/05,RO,Snapshot,106.7546310425,122.7678298950,92.9589691162,103.9375000000,119.5281219482,109.9740447998,79.9882812500,26.2690428696,48.7329711914,1.1619697342,5.6193332342,0.0000000000,2.1615204811,6.7349514961,10.6892471313,66.4136886597,14.1034440994,76.2863159180,16.9681224823,83.6760101318,8.7243757248,24.2343769073,9.3569450378,23.9537811279,0.0000000000,0.0000000000,0.0000000000,81.3395004272,,

Time,Speed I,Speed II,Distance I,Distance II,RPM,CPM,AF1,Power Accel I,Power Accel,Power I,Power,Power Split I,Roll Speed I,Roll Speed II,Torque Accel I,Torque Accel,Torque I,Torque,Torque Split I,Torque Roll Accel I,Torque Roll(s) Accel,Power Roll(s) Accel,Power Roll Accel I,Torque Roll I,Torque Roll(s),Power Roll I,Power Roll(s),Gear Ratio I,Gear Ratio II,Acceleration I,Acceleration II,            ###Average Piston Speed,Estimated Distance,Estimated Time,
6.5060911179,60.3690643311,0.0000000000,423.3494567871,0.0000000000,4750.0000000000,4750.0053710938,10.3808593750,105.3642501831,105.3642501831,105.3642501831,105.3642501831,1.0000000000,845.2969360352,0.0000000000,116.5019683838,116.5019683838,116.5019683838,116.5019683838,1.0000000000,654.6633911133,654.6633911133,105.3642501831,105.3642501831,654.6633911133,654.6633911133,105.3642501831,105.3642501831,5.6193270683,0.0000000000,4.9348759651,0.0000000000,0.0000000000,3166.6667480469,547.6204223633,9.8425350189,
6.6351308823,61.0044708252,0.0000000000,434.8352966309,0.0000000000,4800.0000000000,4800.0009765625,10.3808593750,106.0589904785,106.0589904785,106.0589904785,106.0589904785,1.0000000000,854.1940307617,0.0000000000,116.0486907959,116.0486907959,116.0486907959,116.0486907959,1.0000000000,652.1162719727,652.1162719727,106.0589904785,106.0589904785,652.1162719727,652.1162719727,106.0589904785,106.0589904785,5.6193323135,0.0000000000,4.9156756401,0.0000000000,0.0000000000,3200.0000000000,566.0010986328,10.0461511612,
6.7642822266,61.6398887634,0.0000000000,446.4512634277,0.0000000000,4850.0000000000,4849.9975585938,10.3808593750,107.4650268555,107.4650268555,107.4650268555,107.4650268555,1.0000000000,863.0912475586,0.0000000000,116.3750076294,116.3750076294,116.3750076294,116.3750076294,1.0000000000,653.9499511719,653.9499511719,107.4650268555,107.4650268555,653.9499511719,653.9499511719,107.4650268555,107.4650268555,5.6193361282,0.0000000000,4.9294977188,0.0000000000,0.0000000000,3233.3332519531,584.6358642578,10.2499427795,
6.8929586411,62.2753982544,0.0000000000,458.1442565918,0.0000000000,4900.0000000000,4900.0014648438,10.3808593750,109.0854644775,109.0854644775,109.0854644775,109.0854644775,1.0000000000,871.9897460938,0.0000000000,116.9243011475,116.9243011475,116.9243011475,116.9243011475,1.0000000000,657.0366210938,657.0366210938,109.0854644775,109.0854644775,657.0366210938,657.0366210938,109.0854644775,109.0854644775,5.6193318367,0.0000000000,4.9527654648,0.0000000000,0.0000000000,3266.6667480469,603.4381103516,10.4529857635,
7.0212779045,62.9108352661,0.0000000000,469.9245910645,0.0000000000,4950.0000000000,4949.9990234375,10.3808593750,110.2823638916,110.2823638916,110.2823638916,110.2823638916,1.0000000000,880.8872680664,0.0000000000,117.0132369995,117.0132369995,117.0132369995,117.0132369995,1.0000000000,657.5363769531,657.5363769531,110.2823638916,110.2823638916,657.5363769531,657.5363769531,110.2823638916,110.2823638916,5.6193342209,0.0000000000,4.9565324783,0.0000000000,0.0000000000,3300.0000000000,622.4215698242,10.6554651260,
7.1492443085,63.5463104248,0.0000000000,481.7916564941,0.0000000000,5000.0000000000,5000.0000000000,10.3808593750,111.8362731934,111.8362731934,111.8362731934,111.8362731934,1.0000000000,889.7852783203,0.0000000000,117.4753494263,117.4753494263,117.4753494263,117.4753494263,1.0000000000,660.1331176758,660.1331176758,111.8362731934,111.8362731934,660.1331176758,660.1331176758,111.8362731934,111.8362731934,5.6193332672,0.0000000000,4.9761071205,0.0000000000,0.0000000000,3333.3332519531,641.5844726563,10.8573875427,
7.2764482498,64.1817550659,0.0000000000,493.7065124512,0.0000000000,5050.0000000000,5049.9985351563,10.3808593750,113.7356109619,113.7356109619,113.7356109619,113.7356109619,1.0000000000,898.6828613281,0.0000000000,118.2876205444,118.2876205444,118.2876205444,118.2876205444,1.0000000000,664.6975708008,664.6975708008,113.7356109619,113.7356109619,664.6975708008,664.6975708008,113.7356109619,113.7356109619,5.6193351746,0.0000000000,5.0105137825,0.0000000000,0.0000000000,3366.6667480469,660.8624267578,11.0581073761,
7.4027643204,64.8172378540,0.0000000000,505.6558837891,0.0000000000,5100.0000000000,5100.0000000000,10.3808593750,115.6135635376,115.6135635376,115.6135635376,115.6135635376,1.0000000000,907.5809936523,0.0000000000,119.0618667603,119.0618667603,119.0618667603,119.0618667603,1.0000000000,669.0482788086,669.0482788086,115.6135635376,115.6135635376,669.0482788086,669.0482788086,115.6135635376,115.6135635376,5.6193332672,0.0000000000,5.0433096886,0.0000000000,0.0000000000,3400.0000000000,680.2322387695,11.2574253082,
7.5284261703,65.4527206421,0.0000000000,517.6604614258,0.0000000000,5150.0000000000,5150.0019531250,10.3808593750,117.1166763306,117.1166763306,117.1166763306,117.1166763306,1.0000000000,916.4791259766,0.0000000000,119.4388046265,119.4388046265,119.4388046265,119.4388046265,1.0000000000,671.1664428711,671.1664428711,117.1166763306,117.1166763306,671.1664428711,671.1664428711,117.1166763306,117.1166763306,5.6193313599,0.0000000000,5.0592761040,0.0000000000,0.0000000000,3433.3332519531,699.7252197266,11.4557113647,
7.6539087296,66.0881881714,0.0000000000,529.7647094727,0.0000000000,5200.0000000000,5200.0019531250,10.3808593750,118.3421630859,118.3421630859,118.3421630859,118.3421630859,1.0000000000,925.3770141602,0.0000000000,119.5281219482,119.5281219482,119.5281219482,119.5281219482,1.0000000000,671.6683349609,671.6683349609,118.3421630859,118.3421630859,671.6683349609,671.6683349609,118.3421630859,118.3421630859,5.6193313599,0.0000000000,5.0630598068,0.0000000000,0.0000000000,3466.6667480469,719.4120483398,11.6537141800,
7.7793593407,66.7236251831,0.0000000000,541.9828491211,0.0000000000,5250.0000000000,5250.0000000000,10.3808593750,119.4746856689,119.4746856689,119.4746856689,119.4746856689,1.0000000000,934.2745361328,0.0000000000,119.5227737427,119.5227737427,119.5227737427,119.5227737427,1.0000000000,671.6383056641,671.6383056641,119.4746856689,119.4746856689,671.6383056641,671.6383056641,119.4746856689,119.4746856689,5.6193332672,0.0000000000,5.0628333092,0.0000000000,0.0000000000,3500.0000000000,739.3137817383,11.8516664505,
7.9050936699,67.3590698242,0.0000000000,554.3458862305,0.0000000000,5300.0000000000,5299.9985351563,10.3808593750,120.1530609131,120.1530609131,120.1530609131,120.1530609131,1.0000000000,943.1721191406,0.0000000000,119.0674819946,119.0674819946,119.0674819946,119.0674819946,1.0000000000,669.0798950195,669.0798950195,120.1530609131,120.1530609131,669.0798950195,669.0798950195,120.1530609131,120.1530609131,5.6193351746,0.0000000000,5.0435476303,0.0000000000,0.0000000000,3533.3332519531,759.4791259766,12.0500669479,
8.0315456390,67.9944915771,0.0000000000,566.8972778320,0.0000000000,5350.0000000000,5349.9951171875,10.3808593750,120.3661346436,120.3661346436,120.3661346436,120.3661346436,1.0000000000,952.0693359375,0.0000000000,118.1639556885,118.1639556885,118.1639556885,118.1639556885,1.0000000000,664.0026855469,664.0026855469,120.3661346436,120.3661346436,664.0026855469,664.0026855469,120.3661346436,120.3661346436,5.6193385124,0.0000000000,5.0052757263,0.0000000000,0.0000000000,3566.6667480469,779.9771728516,12.2496004105,
8.1592350006,68.6300125122,0.0000000000,579.6904296875,0.0000000000,5400.0000000000,5400.0000000000,10.3808593750,120.1318817139,120.1318817139,120.1318817139,120.1318817139,1.0000000000,960.9680786133,0.0000000000,116.8418960571,116.8418960571,116.8418960571,116.8418960571,1.0000000000,656.5735473633,656.5735473633,120.1318817139,120.1318817139,656.5735473633,656.5735473633,120.1318817139,120.1318817139,5.6193332672,0.0000000000,4.9492750168,0.0000000000,0.0000000000,3600.0000000000,800.8930053711,12.4510860443,
8.2882242203,69.2654876709,0.0000000000,592.7338867188,0.0000000000,5450.0000000000,5450.0004882813,10.3808593750,120.1916427612,120.1916427612,120.1916427612,120.1916427612,1.0000000000,969.8660278320,0.0000000000,115.8275299072,115.8275299072,115.8275299072,115.8275299072,1.0000000000,650.8734741211,650.8734741211,120.1916427612,120.1916427612,650.8734741211,650.8734741211,120.1916427612,120.1916427612,5.6193327904,0.0000000000,4.9063076973,0.0000000000,0.0000000000,3633.3332519531,822.2395019531,12.6546211243,
8.4182958603,69.9008789063,0.0000000000,606.0079956055,0.0000000000,5500.0000000000,5499.9951171875,10.3808593750,120.2896728516,120.2896728516,120.2896728516,120.2896728516,1.0000000000,978.7629394531,0.0000000000,114.8682785034,114.8682785034,114.8682785034,114.8682785034,1.0000000000,645.4830932617,645.4830932617,120.2896728516,120.2896728516,645.4830932617,645.4830932617,120.2896728516,120.2896728516,5.6193380356,0.0000000000,4.8656744957,0.0000000000,0.0000000000,3666.6667480469,843.9830322266,12.8598661423,
8.5494222641,70.5364151001,0.0000000000,619.5115966797,0.0000000000,5550.0000000000,5550.0004882813,10.3808593750,120.5398254395,120.5398254395,120.5398254395,120.5398254395,1.0000000000,987.6617431641,0.0000000000,114.0700378418,114.0700378418,114.0700378418,114.0700378418,1.0000000000,640.9975585938,640.9975585938,120.5398254395,120.5398254395,640.9975585938,640.9975585938,120.5398254395,120.5398254395,5.6193327904,0.0000000000,4.8318624496,0.0000000000,0.0000000000,3700.0000000000,866.1205444336,13.0667743683,
8.6811656952,71.1717834473,0.0000000000,633.2017822266,0.0000000000,5600.0000000000,5599.9936523438,10.3808593750,121.1524047852,121.1524047852,121.1524047852,121.1524047852,1.0000000000,996.5583496094,0.0000000000,113.6262283325,113.6262283325,113.6262283325,113.6262283325,1.0000000000,638.5036621094,638.5036621094,121.1524047852,121.1524047852,638.5036621094,638.5036621094,121.1524047852,121.1524047852,5.6193399429,0.0000000000,4.8130631447,0.0000000000,0.0000000000,3733.3332519531,888.5797119141,13.2746572495,
8.8134098053,71.8073272705,0.0000000000,647.0670776367,0.0000000000,5650.0000000000,5650.0000000000,10.3808593750,121.6095199585,121.6095199585,121.6095199585,121.6095199585,1.0000000000,1005.4572753906,0.0000000000,113.0454864502,113.0454864502,113.0454864502,113.0454864502,1.0000000000,635.2402343750,635.2402343750,121.6095199585,121.6095199585,635.2402343750,635.2402343750,121.6095199585,121.6095199585,5.6193337440,0.0000000000,4.7884635925,0.0000000000,0.0000000000,3766.6667480469,911.3402709961,13.4833297729,
8.9466838837,72.4427947998,0.0000000000,661.1644287109,0.0000000000,5700.0000000000,5700.0004882813,10.3808593750,121.3774795532,121.3774795532,121.3774795532,121.3774795532,1.0000000000,1014.3552246094,0.0000000000,111.8400421143,111.8400421143,111.8400421143,111.8400421143,1.0000000000,628.4664306641,628.4664306641,121.3774795532,121.3774795532,628.4664306641,628.4664306641,121.3774795532,121.3774795532,5.6193332672,0.0000000000,4.7374024391,0.0000000000,0.0000000000,3800.0000000000,934.4928588867,13.6936264038,
9.0817708969,73.0783004761,0.0000000000,675.5793457031,0.0000000000,5750.0000000000,5750.0034179688,10.3808593750,120.8802947998,120.8802947998,120.8802947998,120.8802947998,1.0000000000,1023.2536010742,0.0000000000,110.4133300781,110.4133300781,110.4133300781,110.4133300781,1.0000000000,620.4492797852,620.4492797852,120.8802947998,120.8802947998,620.4492797852,620.4492797852,120.8802947998,120.8802947998,5.6193304062,0.0000000000,4.6769685745,0.0000000000,0.0000000000,3833.3332519531,958.1761474609,13.9067850113,
9.2185287476,73.7137374878,0.0000000000,690.3000488281,0.0000000000,5800.0000000000,5800.0014648438,10.3808593750,120.4669647217,120.4669647217,120.4669647217,120.4669647217,1.0000000000,1032.1511230469,0.0000000000,109.0872344971,109.0872344971,109.0872344971,109.0872344971,1.0000000000,612.9975585938,612.9975585938,120.4669647217,120.4669647217,612.9975585938,612.9975585938,120.4669647217,120.4669647217,5.6193318367,0.0000000000,4.6207971573,0.0000000000,0.0000000000,3866.6667480469,982.3681640625,14.1225795746,
9.3561754227,74.3491973877,0.0000000000,705.2445678711,0.0000000000,5850.0000000000,5850.0009765625,10.3808593750,121.1806106567,121.1806106567,121.1806106567,121.1806106567,1.0000000000,1041.0489501953,0.0000000000,108.7955856323,108.7955856323,108.7955856323,108.7955856323,1.0000000000,611.3586425781,611.3586425781,121.1806106567,121.1806106567,611.3586425781,611.3586425781,121.1806106567,121.1806106567,5.6193327904,0.0000000000,4.6084432602,0.0000000000,0.0000000000,3900.0000000000,1006.9338989258,14.3397769928,
9.4940948486,74.9846191406,0.0000000000,720.3471069336,0.0000000000,5900.0000000000,5899.9980468750,10.3808593750,122.2225112915,122.2225112915,122.2225112915,122.2225112915,1.0000000000,1049.9461669922,0.0000000000,108.8011398315,108.8011398315,108.8011398315,108.8011398315,1.0000000000,611.3898315430,611.3898315430,122.2225112915,122.2225112915,611.3898315430,611.3898315430,122.2225112915,122.2225112915,5.6193356514,0.0000000000,4.6086783409,0.0000000000,0.0000000000,3933.3332519531,1031.7640380859,14.5574045181,
9.6324253082,75.6201629639,0.0000000000,735.6236572266,0.0000000000,5950.0000000000,5950.0043945313,10.3808593750,122.3329544067,122.3329544067,122.3329544067,122.3329544067,1.0000000000,1058.8452148438,0.0000000000,107.9842147827,107.9842147827,107.9842147827,107.9842147827,1.0000000000,606.7993164063,606.7993164063,122.3329544067,122.3329544067,606.7993164063,606.7993164063,122.3329544067,122.3329544067,5.6193294525,0.0000000000,4.5740747452,0.0000000000,0.0000000000,3966.6667480469,1056.8814697266,14.7756814957,
9.7717847824,76.2555236816,0.0000000000,751.1434936523,0.0000000000,6000.0000000000,5999.9965820313,10.3808593750,122.6600494385,122.6600494385,122.6600494385,122.6600494385,1.0000000000,1067.7416992188,0.0000000000,107.3708038330,107.3708038330,107.3708038330,107.3708038330,1.0000000000,603.3523559570,603.3523559570,122.6600494385,122.6600494385,603.3523559570,603.3523559570,122.6600494385,122.6600494385,5.6193366051,0.0000000000,4.5480914116,0.0000000000,0.0000000000,4000.0000000000,1082.3989257813,14.9955806732,
9.9119319916,76.8910980225,0.0000000000,766.8815917969,0.0000000000,6050.0000000000,6050.0048828125,10.3808593750,122.7678298950,122.7678298950,122.7678298950,122.7678298950,1.0000000000,1076.6409912109,0.0000000000,106.5768585205,106.5768585205,106.5768585205,106.5768585205,1.0000000000,598.8909301758,598.8909301758,122.7678298950,122.7678298950,598.8909301758,598.8909301758,122.7678298950,122.7678298950,5.6193289757,0.0000000000,4.5144610405,0.0000000000,0.0000000000,4033.3332519531,1108.2725830078,15.2167234421,
10.0538978577,77.5264663696,0.0000000000,782.9564208984,0.0000000000,6100.0000000000,6099.9975585938,10.3808593750,121.7292098999,121.7292098999,121.7292098999,121.7292098999,1.0000000000,1085.5375976563,0.0000000000,104.8091583252,104.8091583252,104.8091583252,104.8091583252,1.0000000000,588.9575805664,588.9575805664,121.7292098999,121.7292098999,588.9575805664,588.9575805664,121.7292098999,121.7292098999,5.6193356514,0.0000000000,4.4395833015,0.0000000000,0.0000000000,4066.6667480469,1134.6927490234,15.4407367706,
10.1986598969,78.1619796753,0.0000000000,799.4827270508,0.0000000000,6150.0000000000,6150.0014648438,10.3808593750,119.6562347412,119.6562347412,119.6562347412,119.6562347412,1.0000000000,1094.4361572266,0.0000000000,102.1866531372,102.1866531372,102.1866531372,102.1866531372,1.0000000000,574.2208862305,574.2208862305,119.6562347412,119.6562347412,574.2208862305,574.2208862305,119.6562347412,119.6562347412,5.6193318367,0.0000000000,4.3284974098,0.0000000000,0.0000000000,4100.0000000000,1161.8428955078,15.6691617966,
10.3469467163,78.7974319458,0.0000000000,816.5495605469,0.0000000000,6200.0000000000,6200.0004882813,10.3808593750,118.6641998291,118.6641998291,118.6641998291,118.6641998291,1.0000000000,1103.3338623047,0.0000000000,100.5222167969,100.5222167969,100.5222167969,100.5222167969,1.0000000000,564.8678588867,564.8678588867,118.6641998291,118.6641998291,564.8678588867,564.8678588867,118.6641998291,118.6641998291,5.6193327904,0.0000000000,4.2579936981,0.0000000000,0.0000000000,4133.3334960938,1189.8668212891,15.9031486511,
10.4968042374,79.4328994751,0.0000000000,833.9362792969,0.0000000000,6250.0000000000,6250.0009765625,10.3808593750,118.6669845581,118.6669845581,118.6669845581,118.6669845581,1.0000000000,1112.2316894531,0.0000000000,99.7203826904,99.7203826904,99.7203826904,99.7203826904,1.0000000000,560.3620605469,560.3620605469,118.6669845581,118.6669845581,560.3620605469,560.3620605469,118.6669845581,118.6669845581,5.6193327904,0.0000000000,4.2240290642,0.0000000000,0.0000000000,4166.6665039063,1218.4006347656,16.1396121979,
10.6496667862,80.0683517456,0.0000000000,851.8145751953,0.0000000000,6300.0000000000,6300.0004882813,10.3808593750,115.1106796265,115.1106796265,115.1106796265,115.1106796265,1.0000000000,1121.1295166016,0.0000000000,95.9641723633,95.9641723633,95.9641723633,95.9641723633,1.0000000000,539.2546997070,539.2546997070,115.1106796265,115.1106796265,539.2546997070,539.2546997070,115.1106796265,115.1106796265,5.6193332672,0.0000000000,4.0649209023,0.0000000000,0.0000000000,4200.0000000000,1247.7141113281,16.3808193207,
10.8149833679,80.7039184570,0.0000000000,871.3044433594,0.0000000000,6350.0000000000,6350.0078125000,10.3808593750,101.9940490723,101.9940490723,101.9940490723,101.9940490723,1.0000000000,1130.0286865234,0.0000000000,84.3596267700,84.3596267700,84.3596267700,84.3596267700,1.0000000000,474.0448303223,474.0448303223,101.9940490723,101.9940490723,474.0448303223,474.0448303223,101.9940490723,101.9940490723,5.6193261147,0.0000000000,3.5733666420,0.0000000000,0.0000000000,4233.3334960938,1279.6099853516,16.6416778564,
11.0218639374,81.3395004272,0.0000000000,895.8902587891,0.0000000000,6400.0000000000,6400.0180664063,10.3808593750,70.7724456787,70.7724456787,70.7724456787,70.7724456787,1.0000000000,1138.9283447266,0.0000000000,58.0787315369,58.0787315369,58.0787315369,58.0787315369,1.0000000000,326.3637390137,326.3637390137,70.7724456787,70.7724456787,326.3637390137,326.3637390137,70.7724456787,70.7724456787,5.6193175316,0.0000000000,2.4601414204,0.0000000000,0.0000000000,4266.6665039063,1319.6624755859,16.9681224823,
